sl|npp|disti|xi|yi|repi|flpi
1|25-47-167-1-232T|3|520789|6388476|1|H
1|25-47-168-1-237T|1|518972|6372275|1|0
1|25-47-168-1-244T|27|511118|6351820|1|B
3|25-48-238-1-211T|-27|754119|6378352|1|C
2|25-48-238-1-211T|4|754140|6378375|1|B
1|25-48-238-1-211T|-14|754127|6378361|1|B
2|25-49-103-1-158T|15|405256|6674974|1|B
1|25-49-103-1-158T|-13|405254|6675002|1|B
2|25-50-066-1-078T|-28|375927|6952154|1|C
1|25-50-066-1-078T|23|375958|6952194|1|B
1|25-50-072-1-099T|1|372563|6883597|1|B
2|25-50-073-1-100T|1|375185|6878829|1|B
1|25-50-073-1-100T|29|375186|6878857|1|C
1|25-50-076-1-103T|7|380802|6866769|1|C
1|25-50-080-1-093T|-11|403302|6893047|1|0
1|25-50-081-1-089T|1|410099|6903666|1|H
1|25-50-085-1-103T|23|407640|6858279|1|C
3|25-50-089-1-104T|24|418401|6850494|1|B
2|25-50-089-1-104T|13|418395|6850503|1|B
1|25-50-089-1-104T|-16|418379|6850528|1|B
1|25-52-217-1-071T|28|834724|6818128|1|B
1|25-52-236-1-078T|16|884533|6778361|1|H
1|25-53-096-1-118T|-8|425120|6802130|1|C
1|25-53-097-1-113T|-25|432881|6815879|1|C
1|25-53-099-1-119T|-13|432983|6796155|1|H
2|25-55-218-1-035T|6|874686|6925390|1|H
1|25-55-218-1-035T|15|874695|6925387|1|H
1|25-56-032-1-141T|-26|210379|6798920|1|0
1|25-56-053-1-151T|-28|262506|6746859|1|B
2|25-56-056-1-135T|-29|288139|6791766|1|0
1|25-56-056-1-135T|19|288186|6791773|1|0
1|25-56-063-1-148T|13|296089|6745639|1|B
1|25-56-070-1-148T|-4|316373|6739181|1|A
1|25-57-251-1-035T|24|973117|6891280|1|B
1|25-57-255-1-036T|-9|984612|6883943|1|B
2|25-58-191-1-119T|5|708382|6701584|1|H
1|25-58-191-1-119T|0|708377|6701584|1|H
2|25-58-205-1-132T|-24|736431|6648783|1|H
1|25-58-205-1-132T|3|736439|6648757|1|H
1|25-58-205-1-137T|-30|731488|6633468|1|H
1|25-58-208-1-127T|18|750850|6659869|1|H
1|25-58-211-1-118T|30|769057|6683839|1|B
1|25-58-216-1-131T|-1|770457|6639935|1|H
2|25-59-134-1-012T|12|647463|7079749|1|H
1|25-59-134-1-012T|22|647463|7079739|1|H
1|25-59-144-1-010T|-27|678834|7075183|1|H
1|25-60-138-1-062T|28|608574|6925855|1|H
1|25-60-145-1-055T|6|636358|6940132|1|B
1|25-61-093-1-110T|-14|424819|6829181|1|0
1|25-61-098-1-100T|-14|449971|6853331|1|C
2|25-61-113-1-095T|-20|499553|6853253|1|H
1|25-61-113-1-095T|5|499562|6853229|1|C
1|25-61-114-1-105T|8|492670|6822682|1|0
1|25-61-115-1-095T|23|505878|6850928|1|B
1|25-61-116-1-091T|-2|512634|6861910|1|B
1|25-61-124-1-108T|19|518932|6803542|1|C
1|25-61-129-1-109T|22|532611|6794617|1|B
1|25-62-123-1-021T|2|605593|7064386|1|C
1|25-63-195-1-177T|27|661104|6523640|1|C
1|25-63-198-1-178T|-18|668431|6517564|1|C
1|25-63-201-1-166T|-25|689695|6551203|1|H
1|25-63-215-1-179T|-1|718253|6498152|2|B
1|25-64-156-1-275T|-3|443640|6270781|1|B
2|25-65-163-1-285T|18|454185|6234160|1|H
1|25-65-163-1-285T|0|454167|6234162|1|0
1|25-66-238-1-276T|1|687625|6183855|1|0
3|25-67-278-1-035T|5|1054781|6863080|1|0
2|25-67-278-1-035T|-21|1054768|6863102|1|B
1|25-67-278-1-035T|-11|1054772|6863094|1|B
2|25-68-284-1-067T|-3|1039662|6762016|1|H
1|25-68-284-1-067T|-10|1039656|6762012|1|B
1|25-69-236-1-146T|22|814891|6574707|1|C
2|25-69-247-1-159T|-13|834437|6524542|1|0
1|25-69-247-1-159T|-5|834445|6524539|1|0
1|25-69-252-1-161T|18|847544|6513377|1|C
3|25-71-248-1-121T|0|876782|6637200|1|C
2|25-71-248-1-121T|23|876804|6637194|1|B
1|25-72-110-1-129T|26|456161|6754330|1|B
2|25-72-111-1-129T|17|458690|6753825|1|B
1|25-72-111-1-129T|-25|458681|6753867|1|B
1|25-72-112-1-118T|9|472953|6785438|1|C
1|25-72-114-1-130T|2|466923|6747904|1|0
1|25-73-287-1-148T|-27|965491|6516266|1|C
1|25-76-113-1-067T|-10|527968|6937277|1|C
2|25-76-128-1-056T|1|583892|6954220|1|C
1|25-76-128-1-056T|-12|583880|6954225|1|B
3|25-79-110-1-164T|30|419448|6649796|1|B
2|25-79-110-1-164T|-14|419404|6649795|1|B
1|25-79-110-1-164T|-23|419395|6649795|1|B
1|25-79-115-1-158T|-30|440768|6662684|1|B
1|25-79-119-1-176T|25|434906|6604760|1|B
1|25-79-122-1-171T|29|448333|6616311|1|H
1|25-80-127-1-034T|0|604273|7021464|1|H
1|25-80-150-1-043T|27|663000|6970469|1|C
1|25-81-196-1-242T|-1|597191|6329234|1|B
1|25-81-204-1-252T|1|610381|6291003|1|B
1|25-81-208-1-250T|-13|624676|6292459|1|C
1|25-81-218-1-246T|23|658260|6293973|1|B
1|25-83-309-1-222T|-2|955540|6273345|1|B
1|25-84-269-1-204T|-4|854445|6367584|1|H
1|25-85-108-1-173T|-10|404677|6624795|1|B
1|25-85-112-1-171T|-8|418897|6627222|1|H
1|25-86-142-1-170T|-1|509216|6599734|1|B
1|25-87-159-1-190T|-11|539350|6522154|1|C
1|25-89-181-1-088T|-1|709706|6804484|1|H
1|25-91-154-1-091T|-30|626113|6823099|1|H
1|25-95-153-1-069T|4|646088|6889633|1|0
1|25-01-252-1-144T|-1|865315|6564143|1|B
1|25-01-254-1-137T|-4|878236|6583660|1|B
1|25-01-264-1-145T|11|900165|6549043|1|C
1|25-01-271-1-148T|-2|917451|6532513|1|B
1|25-02-179-1-055T|9|737855|6905131|1|B
1|25-02-180-1-049T|-20|747302|6921867|1|B
1|25-02-181-1-065T|-28|733225|6873276|1|C
1|25-02-187-1-036T|-30|781429|6953657|1|H
2|25-03-189-1-157T|-3|662818|6590068|1|C
1|25-03-189-1-157T|15|662836|6590073|1|H
1|25-03-190-1-162T|4|661217|6574552|1|C
1|25-03-214-1-151T|-7|743875|6582643|1|B
1|25-03-218-1-157T|-24|750145|6560583|1|B
1|25-04-305-1-209T|1|956786|6315980|1|B
1|25-04-320-1-201T|-5|1010109|6324780|1|A
1|25-06-321-1-195T|9|1019167|6341503|1|B
1|25-06-335-1-199T|-2|1056268|6314514|1|H
1|25-07-242-1-205T|-19|772005|6392224|1|B
1|25-07-249-1-193T|14|805777|6420931|1|H
1|25-08-187-1-038T|2|779628|6947518|1|B
1|25-09-191-1-285T|-9|537734|6205286|1|H
2|25-11-208-1-268T|-21|606309|6238412|1|C
1|25-11-208-1-268T|26|606311|6238459|1|C
1|25-11-213-1-264T|-24|625040|6245215|1|B
1|25-12-212-1-213T|30|674837|6399162|1|C
1|25-12-230-1-234T|-22|707231|6317573|1|H
1|25-13-274-1-233T|-10|839528|6276040|1|C
1|25-13-281-1-227T|-9|866483|6286230|1|B
1|25-14-079-1-083T|0|410102|6923434|1|B
1|25-14-085-1-083T|21|428024|6917794|1|B
1|25-15-211-1-198T|-27|687295|6445420|1|C
1|25-15-212-1-198T|15|690139|6443721|1|C
1|25-15-216-1-208T|13|691637|6409668|1|B
1|25-16-147-1-198T|25|496193|6510482|1|B
1|25-16-153-1-182T|0|530127|6552664|1|H
1|25-17-119-1-200T|8|409761|6533471|1|H
1|25-17-126-1-213T|6|417537|6487641|1|0
1|25-17-136-1-217T|-5|442914|6464753|1|0
1|25-18-167-1-134T|19|621507|6680843|1|H
1|25-18-172-1-136T|26|634307|6670651|1|H
1|25-18-175-1-129T|28|650039|6688424|1|B
1|25-18-177-1-150T|2|634814|6623678|1|B
2|25-18-182-1-142T|-15|657265|6642528|1|C
1|25-18-182-1-142T|1|657277|6642538|1|H
1|25-18-182-1-149T|8|650147|6620776|1|C
1|25-18-184-1-121T|-4|685214|6703215|1|H
1|25-18-185-1-122T|13|687503|6698730|1|H
1|25-18-189-1-138T|-20|682259|6647254|1|H
1|25-19-195-1-193T|-17|643965|6476285|1|0
1|25-21-223-1-106T|-25|816971|6707296|1|B
1|25-21-230-1-115T|12|828549|6673850|1|B
1|25-22-037-1-129T|4|237904|6829432|1|B
2|25-22-038-1-121T|-11|248330|6851946|1|0
1|25-22-038-1-121T|0|248340|6851942|1|0
1|25-22-039-1-120T|25|252487|6854213|1|B
1|25-22-042-1-126T|-29|255598|6833392|1|C
1|25-22-043-1-131T|-22|253774|6817709|1|B
1|25-22-061-1-120T|-30|318913|6832125|1|B
1|25-23-180-1-178T|-28|614881|6536481|1|B
1|25-23-192-1-182T|11|646673|6512384|1|B
1|25-24-153-1-197T|1|514331|6506979|1|H
1|25-24-171-1-202T|25|563501|6473615|1|B
1|25-25-262-1-107T|3|932950|6664929|1|C
1|25-26-265-1-190T|7|856969|6413528|1|B
1|25-26-266-1-198T|-21|850978|6389109|1|B
1|25-27-108-1-073T|-8|506646|6924368|1|0
1|25-27-118-1-071T|-8|538851|6920257|1|H
1|25-27-129-1-079T|6|563316|6884765|1|0
2|25-27-139-1-064T|10|609346|6919459|1|H
1|25-27-139-1-064T|-4|609336|6919469|1|B
2|25-28-136-1-098T|-6|565136|6820739|1|B
1|25-28-136-1-098T|-20|565122|6820738|1|H
2|25-28-137-1-098T|-13|567904|6819782|1|0
1|25-28-137-1-098T|18|567911|6819811|1|0
1|25-29-003-1-136T|-4|128414|6843295|1|0
1|25-29-012-1-133T|-17|158990|6842750|1|H
1|25-29-016-1-137T|-7|166390|6826863|1|C
2|25-29-028-1-146T|-12|192905|6787816|1|B
1|25-29-028-1-146T|5|192922|6787816|1|H
1|25-30-238-1-231T|-23|733377|6318800|1|C
1|25-31-186-1-255T|-3|554063|6300563|1|H
1|25-31-195-1-274T|13|561219|6234067|1|C
1|25-31-196-1-254T|-16|585122|6293196|1|C
1|25-31-196-1-262T|-5|576506|6269114|1|0
1|25-31-197-1-252T|17|590110|6297706|1|0
1|25-31-197-1-263T|-12|578291|6265194|1|0
1|25-31-197-1-266T|-29|575224|6256531|1|B
1|25-32-158-1-265T|29|460306|6298894|1|C
2|25-32-167-1-264T|10|487740|6292523|1|H
1|25-32-167-1-264T|2|487735|6292516|1|H
1|25-33-133-1-224T|-12|427374|6446863|1|B
1|25-34-245-1-240T|-24|746027|6284712|1|B
1|25-35-063-1-132T|-23|312245|6793862|1|A
1|25-35-070-1-133T|-8|331982|6783502|1|H
2|25-35-084-1-135T|8|372060|6763348|1|B
1|25-35-084-1-135T|-2|372058|6763357|1|B
1|25-36-159-1-145T|1|585396|6656790|1|C
1|25-36-161-1-145T|28|592174|6654396|1|C
1|25-37-129-1-151T|-2|489922|6669151|1|0
1|25-37-138-1-150T|26|517546|6662837|1|0
2|25-38-259-1-160T|13|869595|6509494|1|H
1|25-38-259-1-160T|3|869592|6509504|1|H
1|25-38-264-1-168T|27|876459|6480677|1|0
1|25-38-273-1-170T|21|901288|6464891|1|0
1|25-39-255-1-111T|-11|907403|6659846|1|C
2|25-39-255-1-128T|-27|890200|6609313|1|H
1|25-39-255-1-128T|13|890237|6609329|1|H
1|25-39-261-1-132T|-24|903806|6590587|1|B
1|25-39-266-1-115T|-10|936678|6636228|1|B
1|25-40-136-1-279T|-7|379985|6279491|1|H
1|25-40-147-1-254T|17|438015|6343300|1|C
1|25-43-233-1-184T|-5|767351|6464127|1|H
1|25-43-235-1-198T|-24|758852|6420431|1|B
2|25-44-074-1-158T|-26|318001|6704379|1|B
1|25-44-074-1-158T|22|318046|6704361|1|B
1|25-44-076-1-154T|-3|328921|6714514|1|B
2|25-44-080-1-155T|21|338993|6707433|1|H
1|25-44-080-1-155T|12|338985|6707439|1|B
1|25-44-080-1-166T|9|328586|6675033|1|B
2|25-44-084-1-153T|13|353060|6709106|1|C
1|25-44-084-1-153T|-17|353030|6709106|1|B
2|25-44-096-1-150T|-14|392670|6706205|1|C
1|25-44-096-1-150T|-2|392680|6706197|1|C
2|25-45-172-1-113T|3|657628|6738885|1|C
1|25-45-172-1-113T|-9|657617|6738880|1|B
1|25-45-177-1-109T|-21|676021|6745441|1|C
2|25-46-184-1-213T|16|590612|6428074|1|B
1|25-46-184-1-213T|2|590601|6428067|1|B
1|25-47-153-1-236T|23|474716|6391263|1|C
1|25-47-155-1-241T|-15|476043|6373692|1|A
1|25-47-167-1-244T|7|508582|6352173|1|H
1|25-48-223-1-204T|-9|716299|6414675|1|B
1|25-48-235-1-211T|24|745230|6381883|1|B
1|25-49-095-1-151T|20|388439|6704089|1|B
1|25-49-097-1-145T|6|400765|6719782|1|B
1|25-49-105-1-155T|-17|414353|6681726|1|H
1|25-49-111-1-152T|-25|435218|6685342|1|0
1|25-49-122-1-146T|-17|474422|6691533|1|0
2|25-50-060-1-079T|18|357524|6955182|1|H
1|25-50-060-1-079T|-21|357487|6955191|1|B
1|25-50-063-1-083T|24|362709|6939982|1|B
1|25-50-065-1-077T|10|374208|6955811|1|0
2|25-50-065-1-078T|28|373434|6952806|1|C
1|25-50-065-1-078T|-11|373413|6952774|1|C
1|25-50-072-1-097T|11|374730|6889071|1|C
1|25-50-076-1-114T|-30|369919|6834511|1|0
1|25-50-079-1-097T|6|395813|6881698|1|C
1|25-50-083-1-111T|-14|393735|6835830|1|A
1|25-52-239-1-083T|8|888078|6759916|1|C
1|25-53-088-1-112T|4|406995|6827921|1|H
1|25-53-090-1-135T|2|389564|6756865|1|H
1|25-53-092-1-121T|3|410548|6796738|1|B
2|25-53-101-1-132T|-11|425917|6755066|1|H
1|25-53-101-1-132T|7|425923|6755049|1|0
1|25-53-102-1-130T|-8|431092|6759588|1|B
2|25-53-103-1-109T|-4|455713|6821992|1|C
1|25-53-103-1-109T|23|455740|6821990|1|H
2|25-53-105-1-132T|12|438224|6750980|1|B
1|25-53-105-1-132T|-9|438203|6750983|2|B
1|25-54-233-1-044T|0|910168|6883172|1|H
2|25-54-244-1-055T|-16|932347|6838437|1|H
1|25-54-244-1-055T|12|932370|6838454|1|C
1|25-55-220-1-055T|-5|859923|6862995|1|H
2|25-56-037-1-139T|-18|226963|6799553|1|H
1|25-56-037-1-139T|-27|226954|6799555|1|B
1|25-56-064-1-150T|13|296996|6739347|1|C
2|25-58-192-1-128T|30|701581|6673517|1|C
1|25-58-192-1-128T|-25|701548|6673473|1|B
2|25-58-206-1-129T|19|742499|6656786|1|H
1|25-58-206-1-129T|8|742488|6656790|1|H
1|25-58-208-1-125T|-10|753000|6665820|1|H
1|25-58-208-1-141T|-30|736527|6617908|1|B
1|25-59-147-1-012T|-1|686050|7066624|1|B
1|25-59-173-1-018T|14|757736|7021537|1|H
1|25-61-104-1-097T|19|470751|6856843|1|0
1|25-61-106-1-095T|5|478416|6860876|1|0
2|25-61-107-1-097T|-10|479287|6852904|1|0
1|25-61-107-1-097T|25|479294|6852938|1|0
1|25-61-108-1-093T|22|486323|6864125|1|B
1|25-61-114-1-096T|-29|501379|6849261|1|H
1|25-61-117-1-099T|-26|507544|6837010|1|B
1|25-61-127-1-107T|13|528853|6802806|1|B
1|25-62-132-1-015T|14|638027|7073223|1|0
1|25-62-135-1-024T|-2|638397|7043054|1|0
1|25-62-146-1-032T|25|662747|7007848|1|H
1|25-63-213-1-173T|2|718731|6517785|1|0
1|25-63-215-1-169T|-13|728761|6527427|1|C
1|25-63-218-1-179T|-13|726869|6494660|1|C
1|25-64-125-1-289T|2|336414|6260732|1|0
1|25-64-132-1-293T|-10|353975|6242092|1|C
1|25-64-133-1-293T|-1|356240|6241338|1|H
1|25-64-133-1-294T|2|355662|6238092|1|B
1|25-66-235-1-273T|-8|682222|6195910|1|H
1|25-67-280-1-045T|-19|1050005|6831906|1|H
1|25-68-276-1-080T|-12|1002154|6731214|1|H
2|25-69-235-1-155T|24|802435|6548469|1|C
1|25-69-235-1-155T|-19|802392|6548471|1|C
2|25-69-249-1-165T|17|834034|6504363|1|B
1|25-69-249-1-165T|-15|834032|6504331|1|B
1|25-69-257-1-158T|-27|865080|6517535|1|C
3|25-71-219-1-143T|29|766907|6601594|1|0
2|25-71-219-1-143T|16|766904|6601607|1|0
1|25-71-219-1-143T|-10|766899|6601631|1|0
1|25-71-249-1-130T|10|869767|6609097|1|A
1|25-72-117-1-115T|-21|490848|6789741|1|0
1|25-72-117-1-116T|8|489797|6786123|1|0
1|25-72-118-1-107T|-27|502499|6811785|1|B
1|25-72-119-1-107T|-13|505130|6810958|1|C
1|25-72-125-1-120T|29|510143|6766424|1|C
2|25-72-131-1-112T|-30|536273|6783968|1|C
1|25-72-131-1-112T|-14|536286|6783977|1|C
1|25-73-284-1-157T|-19|946721|6493057|1|0
1|25-74-272-1-140T|6|928446|6555609|1|C
1|25-76-119-1-068T|-6|545330|6928136|1|B
1|25-79-122-1-168T|-21|451902|6626086|1|B
1|25-79-128-1-171T|-25|467014|6610296|1|B
1|25-80-142-1-047T|10|635500|6967196|1|0
1|25-80-151-1-047T|-1|662530|6957612|1|H
1|25-81-199-1-244T|11|603579|6319514|1|B
1|25-81-207-1-255T|-30|617109|6278465|1|B
1|25-81-216-1-239T|7|659463|6317583|1|C
1|25-82-175-1-239T|-23|537674|6359621|1|C
1|25-83-316-1-233T|-10|964596|6232594|1|C
1|25-83-321-1-215T|-11|998730|6281074|1|0
1|25-84-266-1-210T|-7|839494|6352752|1|C
1|25-84-270-1-212T|26|849069|6342943|1|0
2|25-84-273-1-214T|-25|855828|6333543|1|B
1|25-84-273-1-214T|27|855828|6333595|1|H
1|25-84-276-1-218T|-26|860539|6318496|1|B
1|25-85-097-1-172T|18|373076|6639628|1|H
2|25-85-109-1-183T|-3|397904|6594429|1|H
1|25-85-109-1-183T|11|397915|6594438|1|H
1|25-86-131-1-167T|21|479870|6619984|1|B
1|25-86-136-1-182T|5|479510|6569812|1|B
1|25-86-139-1-167T|-12|503549|6611109|1|0
1|25-87-176-1-190T|-6|590490|6504257|1|C
1|25-88-255-1-063T|19|957218|6803638|1|B
1|25-88-263-1-073T|8|970570|6765733|1|B
3|25-94-164-1-080T|-25|667774|6846226|1|0
2|25-94-164-1-080T|-9|667786|6846215|1|B
1|25-94-164-1-080T|14|667804|6846201|1|B
1|25-01-253-1-143T|-13|869185|6566783|1|B
1|25-02-180-1-035T|1|761364|6964439|1|B
2|25-02-182-1-029T|-25|773794|6979391|1|B
1|25-02-182-1-029T|16|773835|6979386|1|B
1|25-03-184-1-157T|27|648247|6595494|1|H
1|25-03-184-1-159T|-20|646078|6589163|1|C
1|25-03-185-1-161T|-28|647633|6582323|1|H
1|25-03-193-1-152T|13|680117|6601063|1|H
2|25-03-195-1-157T|-29|680672|6583718|1|H
1|25-03-195-1-157T|-23|680674|6583712|1|H
1|25-03-196-1-161T|10|680193|6571148|1|H
1|25-03-204-1-149T|-12|716699|6598539|1|H
1|25-03-206-1-143T|2|728276|6614647|1|B
1|25-03-210-1-148T|-29|735337|6595039|1|H
1|25-03-211-1-143T|29|743457|6609803|1|B
1|25-03-212-1-159T|26|730030|6560478|1|B
1|25-03-216-1-148T|-19|753288|6589218|1|H
1|25-03-216-1-161T|11|740207|6550684|1|B
1|25-08-189-1-032T|-14|791266|6963357|1|H
2|25-08-199-1-039T|-20|814171|6932915|1|0
1|25-08-199-1-039T|19|814185|6932951|1|0
1|25-09-207-1-280T|20|591013|6204284|1|B
1|25-12-198-1-231T|-26|614472|6359186|1|C
1|25-12-202-1-228T|-25|629843|6364930|1|B
1|25-12-203-1-231T|-1|629760|6354849|1|C
1|25-12-213-1-236T|-7|654494|6329629|1|B
2|25-12-216-1-224T|10|674975|6362068|1|0
1|25-12-216-1-224T|-13|674959|6362050|1|B
1|25-13-297-1-226T|15|915301|6272811|1|B
1|25-14-083-1-083T|6|422283|6920316|1|B
1|25-14-085-1-092T|-8|418521|6890770|1|C
1|25-14-086-1-087T|-14|427305|6904694|1|C
1|25-14-102-1-083T|-10|479241|6899922|1|B
1|25-15-196-1-208T|-27|631914|6430414|1|B
1|25-15-197-1-207T|-30|635638|6432688|1|B
1|25-15-200-1-200T|6|652216|6450428|1|H
1|25-15-205-1-210T|11|657120|6415222|1|C
1|25-16-140-1-192T|-21|481337|6535402|1|0
1|25-16-145-1-195T|16|492834|6521114|1|H
1|25-16-150-1-182T|15|520790|6555354|1|B
1|25-18-178-1-150T|23|637733|6622613|1|H
1|25-18-179-1-148T|22|642506|6627090|1|B
1|25-18-188-1-147T|-15|670243|6621315|1|H
1|25-19-190-1-196T|26|625899|6472824|1|H
1|25-21-237-1-105T|-18|860358|6696564|1|0
1|25-22-032-1-128T|6|224049|6837802|1|0
1|25-22-033-1-123T|-17|231577|6851789|1|C
2|25-22-040-1-131T|16|244567|6820683|1|C
1|25-22-040-1-131T|-18|244546|6820710|1|0
1|25-22-056-1-115T|25|308613|6852028|1|C
2|25-22-060-1-124T|-14|311859|6820881|1|B
1|25-22-060-1-124T|-7|311865|6820884|1|B
1|25-22-061-1-125T|8|313358|6817177|1|H
1|25-23-177-1-162T|5|622448|6587726|1|C
1|25-23-179-1-165T|13|624697|6576003|1|B
1|25-23-185-1-165T|26|643002|6570406|1|B
1|25-23-192-1-165T|25|664066|6562697|1|H
1|25-24-163-1-219T|4|521812|6431174|1|B
1|25-25-258-1-104T|20|924033|6678216|1|H
1|25-25-272-1-099T|-8|970838|6678386|1|B
1|25-25-275-1-098T|-30|980989|6677874|1|0
1|25-26-264-1-181T|-12|862484|6441119|1|0
1|25-27-112-1-075T|29|516559|6913530|1|B
2|25-27-121-1-084T|-4|534607|6878291|1|H
1|25-27-121-1-084T|0|534611|6878293|1|B
1|25-27-125-1-091T|30|539187|6853283|1|0
1|25-27-129-1-081T|29|561316|6879133|1|0
1|25-27-136-1-079T|4|584387|6877011|1|0
1|25-27-136-1-081T|-19|582945|6871687|1|0
1|25-28-131-1-106T|-9|541659|6801620|1|B
1|25-29-005-1-136T|-5|134568|6841562|1|B
2|25-29-016-1-143T|15|160008|6809462|1|0
1|25-29-016-1-143T|-23|159980|6809488|1|0
1|25-29-021-1-125T|13|193606|6857474|1|B
1|25-29-025-1-150T|8|179990|6779035|1|B
1|25-29-038-1-146T|-5|222681|6777453|1|0
1|25-31-188-1-281T|24|533475|6220497|1|B
1|25-31-189-1-270T|17|547770|6252265|1|0
1|25-31-193-1-274T|13|555618|6236620|1|0
1|25-32-176-1-268T|-23|511123|6271466|1|A
1|25-33-143-1-227T|-16|454337|6427853|1|H
1|25-35-067-1-119T|6|337736|6828700|1|H
1|25-35-077-1-131T|14|355203|6782044|1|B
1|25-35-080-1-129T|-8|366436|6785220|1|C
1|25-35-080-1-132T|-21|362745|6776858|1|0
1|25-35-083-1-118T|14|386191|6814911|1|C
1|25-35-087-1-124T|23|392241|6793543|1|0
1|25-36-163-1-136T|15|607119|6679319|1|H
1|25-36-164-1-150T|18|595556|6636739|1|A
1|25-36-172-1-161T|16|608205|6595699|1|B
1|25-37-127-1-140T|-22|494804|6703967|1|B
1|25-38-265-1-157T|9|890644|6512088|1|B
1|25-38-278-1-168T|-30|917682|6465688|1|B
1|25-39-256-1-125T|-4|896125|6616816|1|B
1|25-39-256-1-127T|30|894408|6611289|1|C
1|25-39-259-1-124T|7|906029|6616676|1|H
1|25-39-260-1-125T|29|908533|6612895|1|H
1|25-39-266-1-114T|25|937002|6639745|1|B
1|25-40-137-1-279T|-25|383217|6278174|1|B
1|25-41-161-1-130T|-10|606868|6699335|1|H
1|25-42-224-1-163T|-14|761466|6536559|1|B
1|25-42-228-1-168T|10|768501|6516997|1|H
1|25-42-229-1-166T|-10|773870|6522053|1|B
2|25-42-238-1-163T|-5|803022|6521420|1|H
1|25-42-238-1-163T|1|803024|6521426|1|B
1|25-42-239-1-171T|-13|798182|6497141|1|0
1|25-42-239-1-174T|10|794776|6487798|1|C
2|25-43-235-1-187T|-25|770063|6453165|1|H
1|25-43-235-1-187T|-18|770069|6453169|1|H
1|25-44-075-1-160T|-26|319495|6698127|1|H
2|25-44-077-1-154T|21|331491|6713946|1|C
1|25-44-077-1-154T|-6|331488|6713973|1|H
1|25-44-080-1-142T|13|352803|6746428|1|C
2|25-44-080-1-167T|23|326871|6671979|1|B
1|25-44-080-1-167T|12|326869|6671968|1|H
1|25-44-081-1-165T|-13|332682|6676906|1|H
1|25-44-092-1-162T|29|368384|6674816|1|H
1|25-46-198-1-213T|14|633131|6413499|1|H
1|25-46-199-1-220T|-6|628271|6391125|1|H
1|25-47-167-1-242T|17|510520|6358476|1|H
1|25-47-168-1-228T|-2|528099|6399086|1|H
1|25-47-173-1-236T|-8|534800|6370208|1|B
1|25-48-226-1-201T|-16|728665|6420665|1|H
1|25-49-096-1-136T|27|407020|6748068|1|H
1|25-49-100-1-146T|21|408313|6714432|1|H
1|25-49-101-1-155T|20|402345|6685774|1|B
1|25-49-105-1-138T|17|431723|6732856|1|H
1|25-49-105-1-157T|28|412107|6676125|1|0
2|25-49-107-1-151T|23|424303|6692306|1|B
1|25-49-107-1-151T|-10|424275|6692289|1|H
2|25-49-108-1-157T|1|421198|6673045|1|B
1|25-49-108-1-157T|9|421199|6673037|1|B
2|25-50-067-1-074T|29|383499|6963350|1|H
1|25-50-067-1-074T|-16|383492|6963306|1|H
1|25-50-071-1-090T|8|379450|6910885|1|H
2|25-50-072-1-083T|28|389064|6931213|1|B
1|25-50-072-1-083T|14|389050|6931214|1|B
1|25-50-080-1-094T|11|401722|6890023|1|A
2|25-52-238-1-074T|-11|894697|6787760|1|H
1|25-52-238-1-074T|15|894722|6787753|1|B
1|25-52-240-1-090T|-16|883831|6737909|1|C
1|25-53-090-1-116T|7|409144|6814422|1|H
1|25-53-090-1-134T|-2|391182|6759941|1|C
1|25-53-091-1-133T|2|394561|6762044|1|0
1|25-53-092-1-132T|20|399226|6764220|1|B
1|25-53-094-1-114T|1|423698|6816240|1|0
1|25-53-097-1-129T|2|416892|6767790|1|B
1|25-53-109-1-109T|-21|473478|6815749|1|H
1|25-54-228-1-038T|-21|901459|6906145|1|C
1|25-54-236-1-044T|-1|919289|6879336|1|B
1|25-55-217-1-039T|-11|867916|6913641|1|H
1|25-55-218-1-036T|-26|873442|6921520|1|H
1|25-55-230-1-049T|-13|896350|6870815|1|B
1|25-56-045-1-149T|0|240552|6761850|1|B
2|25-56-059-1-155T|16|276340|6729235|1|C
1|25-56-059-1-155T|-6|276325|6729250|1|C
1|25-57-247-1-040T|-28|956108|6880143|1|H
1|25-57-263-1-029T|11|1016012|6897010|1|C
2|25-58-198-1-131T|-9|716478|6658869|1|H
1|25-58-198-1-131T|-15|716477|6658874|1|H
1|25-58-205-1-120T|-25|749028|6684419|1|C
2|25-58-207-1-137T|4|737584|6630968|1|H
1|25-58-207-1-137T|-28|737571|6630998|1|H
1|25-58-210-1-120T|-10|764301|6679425|1|H
2|25-58-211-1-122T|21|764670|6672435|1|H
1|25-58-211-1-122T|-28|764647|6672392|1|H
2|25-58-214-1-123T|-17|772325|6666138|1|H
1|25-58-214-1-123T|-2|772325|6666123|1|H
1|25-58-215-1-131T|0|767498|6641305|1|H
1|25-58-215-1-132T|0|766746|6637806|1|H
2|25-58-215-1-135T|15|763109|6628998|1|0
1|25-58-215-1-135T|11|763107|6629003|1|H
2|25-58-216-1-121T|8|781006|6669564|1|H
1|25-58-216-1-121T|3|781001|6669566|1|H
1|25-59-170-1-028T|-16|738079|6995039|1|0
2|25-59-175-1-025T|23|756828|6998896|1|H
1|25-59-175-1-025T|-19|756821|6998938|1|A
1|25-59-175-1-026T|-16|755766|6995567|1|H
1|25-59-176-1-022T|23|763152|7006756|1|B
