sl|npp|disti|xi|yi|repi|flpi
2|25-31-196-1-258T|15|580625|6280607|1|0
1|25-31-196-1-258T|-3|580611|6280596|1|0
1|25-31-197-1-259T|-21|583079|6276806|1|B
1|25-31-203-1-259T|20|600813|6271307|1|B
1|25-32-171-1-251T|10|512976|6327164|1|C
1|25-33-123-1-218T|-7|403653|6474959|2|B
1|25-33-127-1-221T|-9|412412|6462006|1|H
1|25-33-128-1-239T|4|396450|6406928|1|H
1|25-33-138-1-236T|0|430207|6406148|1|B
1|25-34-242-1-248T|21|728447|6264065|1|B
1|25-34-257-1-235T|27|786805|6287666|1|B
2|25-35-070-1-131T|18|333742|6789754|1|B
1|25-35-070-1-131T|0|333741|6789736|1|C
1|25-35-072-1-117T|26|354436|6829701|1|C
1|25-35-077-1-133T|-9|353064|6776230|1|B
1|25-35-081-1-138T|9|359608|6757060|1|H
1|25-36-165-1-163T|28|585501|6597108|1|C
1|25-36-166-1-151T|-16|600898|6631596|1|B
1|25-36-166-1-156T|21|595208|6616849|1|B
1|25-36-172-1-154T|27|615465|6616028|2|B
2|25-36-174-1-148T|12|627382|6632114|1|B
1|25-36-174-1-148T|1|627373|6632106|1|B
2|25-37-132-1-139T|13|511425|6701775|1|C
1|25-37-132-1-139T|-1|511419|6701763|1|C
1|25-37-135-1-135T|-13|524077|6710777|1|H
1|25-37-137-1-137T|-9|528252|6703505|1|C
1|25-37-143-1-132T|-13|551006|6711942|1|0
1|25-38-255-1-174T|25|842631|6471873|1|H
1|25-38-268-1-160T|-18|895980|6499810|1|H
2|25-38-268-1-171T|22|885149|6467099|1|B
1|25-38-268-1-171T|-1|885131|6467113|1|B
1|25-38-271-1-162T|-29|902769|6491110|1|0
1|25-38-281-1-165T|1|929717|6472161|1|C
2|25-38-282-1-165T|-10|932561|6471022|1|H
1|25-38-282-1-165T|4|932564|6471036|1|B
1|25-39-247-1-107T|8|887582|6679788|1|H
2|25-39-256-1-116T|-20|905145|6643544|1|C
1|25-39-256-1-116T|-5|905160|6643539|1|H
1|25-39-260-1-134T|26|898596|6586328|1|C
1|25-40-132-1-280T|-19|366444|6280575|1|C
1|25-40-155-1-257T|19|458863|6325794|1|0
1|25-41-136-1-125T|3|537299|6740157|1|0
1|25-41-140-1-114T|23|561299|6768811|1|B
1|25-42-224-1-164T|17|760924|6532799|1|B
1|25-42-230-1-155T|10|788121|6553716|1|0
1|25-42-232-1-163T|-11|785872|6528080|1|C
1|25-43-239-1-185T|-28|784018|6455407|1|H
2|25-44-074-1-151T|-12|325630|6726014|1|H
1|25-44-074-1-151T|16|325655|6726025|1|B
2|25-44-075-1-154T|-16|325251|6715670|1|C
1|25-44-075-1-154T|22|325289|6715672|1|0
1|25-44-076-1-155T|-3|327244|6711501|1|C
2|25-44-081-1-142T|-23|355387|6745285|1|H
1|25-44-081-1-142T|13|355423|6745285|1|C
1|25-44-082-1-151T|15|349691|6717814|1|B
2|25-44-084-1-141T|-14|365337|6745189|1|H
1|25-44-084-1-141T|0|365349|6745182|1|B
1|25-46-184-1-217T|-6|586531|6415851|1|H
1|25-47-171-1-238T|-14|526687|6366244|1|H
1|25-48-225-1-204T|28|722833|6412245|1|B
1|25-49-102-1-157T|15|403668|6679448|1|C
1|25-49-103-1-145T|-28|418510|6714428|1|H
1|25-49-109-1-151T|-6|430153|6689832|1|C
1|25-49-123-1-143T|1|480073|6699263|1|0
1|25-50-067-1-086T|-14|371609|6927283|1|B
1|25-50-068-1-078T|9|381912|6950270|1|B
2|25-50-069-1-089T|15|374238|6915755|1|C
1|25-50-069-1-089T|7|374229|6915757|1|H
1|25-50-079-1-111T|29|381713|6840159|1|H
1|25-50-081-1-094T|15|404492|6888541|1|B
1|25-50-087-1-103T|-23|414061|6855569|1|B
1|25-50-088-1-102T|22|417838|6857484|1|C
1|25-51-199-1-061T|19|791183|6867021|1|A
1|25-53-090-1-117T|-25|408058|6811018|1|C
1|25-53-092-1-114T|-3|417172|6818081|1|C
1|25-53-103-1-112T|-10|452028|6812795|1|C
1|25-53-105-1-121T|-7|448730|6783988|1|B
1|25-53-107-1-122T|30|453791|6778658|1|B
1|25-53-107-1-125T|-20|450494|6769413|1|0
1|25-54-245-1-061T|-25|929448|6819491|1|B
1|25-55-224-1-046T|2|881740|6885547|1|C
1|25-55-234-1-056T|-10|901286|6846078|1|C
2|25-56-049-1-150T|25|252194|6754264|1|H
1|25-56-049-1-150T|13|252188|6754274|1|A
1|25-56-053-1-135T|8|279392|6795473|1|B
1|25-56-056-1-142T|-15|280501|6771542|1|B
1|25-56-057-1-138T|5|288074|6782088|1|C
1|25-56-062-1-144T|22|296455|6759148|1|B
1|25-56-064-1-147T|30|299497|6747683|1|C
1|25-58-197-1-131T|17|713557|6659471|1|B
1|25-61-092-1-105T|-11|426842|6844489|1|C
1|25-61-106-1-105T|-28|468215|6830444|1|B
1|25-61-119-1-103T|19|509766|6823298|1|B
1|25-61-123-1-093T|-5|531345|6849002|1|0
1|25-61-128-1-103T|24|535958|6814352|1|B
2|25-62-125-1-011T|5|621412|7091735|1|H
1|25-62-125-1-011T|11|621414|7091740|1|H
1|25-62-133-1-020T|25|636300|7057002|1|C
1|25-63-202-1-185T|22|673300|6492912|1|B
1|25-63-207-1-167T|-27|706547|6541240|1|H
1|25-63-217-1-181T|8|722676|6489999|1|B
1|25-63-218-1-168T|12|739129|6527025|1|H
1|25-63-226-1-173T|-7|757394|6504193|1|H
1|25-65-165-1-277T|0|468623|6255736|1|0
1|25-66-239-1-277T|-6|689564|6180574|1|B
1|25-69-240-1-149T|5|823359|6561326|1|H
1|25-69-240-1-156T|4|816537|6540710|1|C
1|25-69-243-1-167T|-19|814082|6504694|1|B
1|25-69-253-1-159T|-14|852284|6518739|1|H
1|25-70-248-1-079T|-3|919893|6762294|1|B
2|25-71-238-1-143T|-14|824478|6581564|1|C
1|25-71-238-1-143T|3|824495|6581564|1|H
1|25-71-242-1-140T|-12|838670|6586450|1|H
1|25-72-112-1-132T|4|458522|6743543|1|B
1|25-72-118-1-128T|1|480723|6749022|1|B
1|25-72-125-1-122T|11|507741|6759756|1|B
1|25-72-127-1-131T|-23|504627|6731341|1|C
1|25-74-280-1-139T|-24|953412|6550853|1|B
1|25-76-136-1-060T|12|603877|6934593|1|H
1|25-77-168-1-094T|-7|664698|6799656|1|0
2|25-79-106-1-163T|8|409124|6657229|1|B
1|25-79-106-1-163T|-14|409104|6657221|1|B
1|25-80-133-1-034T|-8|622071|7015018|1|H
1|25-80-138-1-038T|-6|632309|6997600|1|0
1|25-80-139-1-039T|29|634237|6994339|1|B
2|25-80-158-1-042T|17|688008|6965712|1|A
1|25-80-158-1-042T|0|687994|6965722|1|A
1|25-81-212-1-252T|-16|635049|6282774|1|B
1|25-81-215-1-250T|-17|645295|6285619|1|B
1|25-81-222-1-253T|-15|663107|6269507|1|B
1|25-82-180-1-254T|-7|536766|6309838|1|C
1|25-82-183-1-244T|20|555713|6335677|1|H
2|25-84-268-1-212T|-17|843084|6344865|1|0
1|25-84-268-1-212T|20|843093|6344900|1|0
1|25-84-270-1-203T|-23|858267|6369776|1|C
1|25-85-080-1-175T|20|318551|6648059|1|B
2|25-85-081-1-176T|19|321293|6643981|1|B
1|25-85-081-1-176T|-12|321291|6643950|1|B
2|25-85-096-1-174T|30|367369|6634031|1|C
1|25-85-096-1-174T|-2|367366|6634063|1|H
1|25-85-103-1-177T|5|385213|6618275|1|B
1|25-88-243-1-074T|-14|909822|6782848|1|B
2|25-88-260-1-072T|9|963018|6771273|1|A
1|25-88-260-1-072T|5|963014|6771274|1|A
1|25-88-268-1-071T|-29|987139|6766343|1|B
1|25-89-192-1-113T|4|717515|6718561|1|0
1|25-94-161-1-079T|24|659683|6852104|1|A
1|25-95-140-1-072T|-17|603775|6894143|1|A
1|25-01-246-1-150T|-6|840732|6552182|1|H
1|25-01-247-1-137T|-14|857558|6590163|1|C
1|25-03-213-1-140T|13|752692|6616430|1|B
1|25-03-214-1-148T|24|747311|6591631|1|H
2|25-03-215-1-158T|9|739431|6560601|1|H
1|25-03-215-1-158T|-22|739401|6560612|1|B
2|25-06-327-1-212T|-18|1019643|6284456|1|0
1|25-06-327-1-212T|28|1019663|6284497|1|0
1|25-07-257-1-210T|-10|812455|6361812|1|C
2|25-08-191-1-044T|5|784985|6925660|1|0
1|25-08-191-1-044T|18|784988|6925673|1|0
1|25-08-202-1-037T|-9|824770|6935436|1|H
1|25-09-199-1-270T|-7|576972|6242401|1|A
1|25-09-204-1-269T|29|593768|6239744|1|C
1|25-09-207-1-273T|-30|598540|6224739|1|C
2|25-10-195-1-087T|-22|752842|6793134|1|0
1|25-10-195-1-087T|22|752879|6793158|1|H
1|25-11-221-1-268T|4|645104|6225816|1|H
1|25-11-221-1-274T|21|639288|6207303|1|B
1|25-11-229-1-262T|-13|674754|6235290|1|H
1|25-12-195-1-227T|-24|609496|6374795|1|B
1|25-12-200-1-228T|20|623042|6366525|1|H
1|25-12-214-1-234T|-22|659519|6334040|1|C
1|25-12-215-1-217T|0|679761|6383829|1|B
1|25-12-223-1-223T|0|697044|6358225|1|C
1|25-13-280-1-235T|7|855214|6263466|1|C
1|25-13-281-1-228T|-12|865730|6283192|1|C
1|25-13-291-1-229T|-6|894336|6269921|1|C
2|25-13-291-1-231T|14|892129|6264661|1|0
1|25-13-291-1-231T|-22|892094|6264658|1|0
2|25-14-090-1-098T|-17|427330|6867615|1|C
1|25-14-090-1-098T|-12|427334|6867613|1|C
2|25-14-093-1-096T|18|438414|6870352|1|H
1|25-14-093-1-096T|10|438413|6870360|1|H
1|25-14-102-1-082T|-15|479755|6903741|1|H
1|25-15-199-1-210T|-7|639010|6421769|1|H
1|25-15-202-1-191T|4|667055|6475598|1|B
2|25-15-207-1-216T|-4|656829|6394787|1|C
1|25-15-207-1-216T|30|656850|6394814|1|B
1|25-15-208-1-191T|-4|685495|6468634|1|C
1|25-17-111-1-189T|16|397098|6573970|1|B
1|25-17-121-1-205T|15|411254|6515869|1|B
1|25-17-122-1-210T|7|408627|6500398|1|B
1|25-18-169-1-136T|-21|624675|6672804|1|C
2|25-18-183-1-126T|21|676991|6689313|1|B
1|25-18-183-1-126T|4|676984|6689298|1|H
1|25-18-185-1-148T|0|660039|6620757|1|H
1|25-19-179-1-195T|10|594864|6486348|1|C
1|25-19-180-1-201T|16|591014|6467599|1|B
1|25-19-193-1-196T|-12|635380|6469301|1|C
1|25-22-030-1-126T|-3|220056|6845492|1|B
1|25-22-032-1-124T|15|227384|6849794|1|C
1|25-22-032-1-125T|19|226374|6846220|1|B
2|25-22-033-1-134T|-23|220323|6818535|1|B
1|25-22-033-1-134T|25|220361|6818564|1|B
1|25-22-041-1-128T|30|250533|6828574|1|C
1|25-22-060-1-118T|-17|317240|6838558|1|H
1|25-22-062-1-129T|27|311951|6803595|1|B
1|25-23-185-1-176T|30|631757|6537164|1|B
1|25-23-188-1-174T|-27|643036|6540488|1|B
2|25-23-192-1-171T|-13|658098|6544966|1|B
1|25-23-192-1-171T|4|658101|6544982|1|C
1|25-24-161-1-203T|12|532558|6481613|1|A
1|25-28-144-1-095T|-28|591917|6821834|1|B
1|25-29-020-1-128T|12|188057|6849405|1|H
1|25-29-020-1-134T|8|181431|6831351|1|B
1|25-29-020-1-138T|28|177178|6819747|1|B
1|25-29-024-1-128T|-15|199458|6846159|1|0
1|25-29-024-1-146T|-19|181152|6791349|1|B
1|25-29-031-1-138T|-20|210743|6808423|1|B
1|25-2A-366-1-254T|12|1220829|6075245|1|C
1|25-30-235-1-226T|-18|730391|6336584|1|C
1|25-30-251-1-224T|-10|780254|6326312|1|A
2|25-30-260-1-234T|-27|796871|6287185|1|B
1|25-30-260-1-234T|-5|796872|6287206|1|0
1|25-31-180-1-279T|-10|510900|6234210|1|C
1|25-31-182-1-277T|3|519208|6238774|1|C
1|25-31-183-1-275T|18|524498|6243412|1|0
1|25-31-186-1-275T|-14|533332|6240768|1|0
1|25-31-189-1-278T|-6|539364|6228314|1|B
1|25-31-195-1-269T|29|566605|6249251|1|B
1|25-31-205-1-264T|17|601769|6253928|1|0
1|25-32-170-1-266T|24|494991|6283695|1|B
1|25-32-180-1-269T|-23|521928|6264195|1|H
2|25-32-184-1-267T|20|535615|6266696|1|H
1|25-32-184-1-267T|11|535613|6266687|1|H
1|25-32-185-1-266T|1|539381|6268521|1|B
1|25-33-126-1-225T|-8|405386|6451683|1|H
1|25-33-129-1-234T|-22|404955|6421669|1|C
2|25-33-142-1-223T|30|454681|6440498|1|H
1|25-33-142-1-223T|-4|454672|6440531|1|B
1|25-34-236-1-249T|-12|708978|6266857|1|B
1|25-34-247-1-253T|8|738044|6243903|1|B
1|25-35-070-1-132T|-2|332853|6786994|1|C
1|25-35-071-1-135T|6|333201|6776726|1|H
1|25-35-074-1-133T|0|344477|6779919|1|0
2|25-35-075-1-128T|-26|352113|6793432|1|C
1|25-35-075-1-128T|12|352151|6793425|1|C
2|25-35-076-1-139T|0|344084|6759260|1|H
1|25-35-076-1-139T|8|344090|6759255|1|H
1|25-35-080-1-115T|1|380059|6827185|1|C
1|25-36-150-1-162T|-5|541127|6615125|1|C
1|25-36-158-1-159T|-15|568697|6616113|1|C
2|25-36-176-1-157T|0|624539|6603754|1|B
1|25-36-176-1-157T|-24|624525|6603774|1|C
1|25-37-136-1-149T|-28|513473|6668213|1|A
1|25-37-146-1-143T|30|549154|6676227|1|H
1|25-37-153-1-142T|25|571339|6671303|1|H
1|25-38-283-1-180T|16|920571|6425140|1|0
2|25-38-286-1-176T|2|933177|6434025|1|B
1|25-38-286-1-176T|-9|933167|6434020|1|H
1|25-39-250-1-115T|-17|888356|6652638|1|B
1|25-39-255-1-134T|4|884053|6591233|1|B
2|25-40-134-1-275T|26|378097|6293695|1|B
1|25-40-134-1-275T|-6|378068|6293709|1|C
1|25-40-139-1-277T|27|391268|6282126|1|0
1|25-43-242-1-194T|20|783677|6425344|1|H
1|25-44-080-1-143T|-28|351836|6743328|1|B
1|25-44-086-1-153T|27|359713|6707418|1|B
1|25-44-087-1-156T|-4|359338|6697534|1|H
1|25-44-088-1-139T|30|379301|6747103|1|C
1|25-44-092-1-160T|3|370435|6679991|1|H
1|25-44-095-1-158T|7|381124|6682857|1|B
1|25-45-159-1-101T|-15|630502|6787797|1|H
2|25-45-170-1-103T|30|662055|6771032|1|0
1|25-45-170-1-103T|-14|662011|6771029|1|0
2|25-45-176-1-118T|-20|664312|6719872|1|B
1|25-45-176-1-118T|-8|664316|6719861|1|C
1|25-46-191-1-215T|-6|610123|6414210|1|C
1|25-46-192-1-232T|-24|594872|6362374|1|B
1|25-46-195-1-218T|30|618640|6401738|1|0
1|25-47-158-1-234T|-20|491442|6391287|1|0
1|25-47-162-1-252T|-23|485259|6334199|1|H
1|25-47-166-1-231T|-8|518276|6392865|1|B
2|25-48-224-1-205T|4|718588|6410571|1|H
1|25-48-224-1-205T|18|718592|6410584|1|H
2|25-48-227-1-216T|22|716105|6374456|1|C
1|25-48-227-1-216T|6|716101|6374472|1|C
1|25-48-235-1-219T|20|737225|6357782|1|H
1|25-48-237-1-211T|11|751119|6379680|1|C
1|25-49-097-1-138T|-10|407722|6740973|1|H
1|25-49-103-1-142T|-23|421994|6722607|1|B
1|25-49-108-1-146T|24|432019|6705855|1|B
1|25-50-068-1-077T|8|383111|6953125|1|C
1|25-50-069-1-094T|-14|368676|6901200|1|H
2|25-50-080-1-092T|-5|404105|6895800|1|B
1|25-50-080-1-092T|-20|404095|6895812|1|H
1|25-50-084-1-094T|-25|414295|6885874|1|H
1|25-51-186-1-072T|-29|741118|6847144|1|H
1|25-51-208-1-066T|-24|813109|6842411|1|H
1|25-51-211-1-067T|16|821214|6836277|1|H
1|25-52-221-1-085T|-29|832756|6772086|1|B
3|25-52-229-1-087T|-26|854318|6758717|1|B
2|25-52-229-1-087T|2|854346|6758722|1|C
1|25-52-229-1-087T|-10|854335|6758720|1|C
1|25-53-092-1-134T|-16|397019|6758433|1|C
1|25-53-094-1-121T|-17|415805|6794708|1|B
3|25-53-105-1-119T|-18|450662|6789393|1|H
2|25-53-105-1-119T|30|450687|6789353|1|H
1|25-53-105-1-119T|-3|450669|6789381|1|H
1|25-53-107-1-115T|2|460873|6799115|1|C
1|25-53-107-1-121T|-22|455240|6781971|1|C
1|25-54-232-1-039T|-6|912646|6898224|1|H
1|25-55-217-1-040T|18|866878|6911125|1|C
1|25-56-034-1-143T|9|213809|6790751|1|B
1|25-56-043-1-145T|25|238987|6775243|1|B
2|25-56-045-1-139T|14|251165|6791382|1|B
1|25-56-045-1-139T|-1|251151|6791387|1|B
1|25-56-068-1-147T|-25|311405|6743335|1|H
1|25-57-254-1-036T|-24|981844|6885295|1|B
1|25-58-197-1-136T|-30|708660|6645047|1|H
2|25-58-205-1-121T|-22|747665|6681539|1|H
1|25-58-205-1-121T|-4|747680|6681548|1|H
1|25-58-211-1-134T|-30|752252|6636279|1|H
1|25-59-133-1-011T|-23|645681|7084077|1|0
1|25-59-139-1-011T|11|663685|7077663|1|B
1|25-59-176-1-026T|-28|758972|6995309|1|H
1|25-60-145-1-064T|20|627360|6913168|1|H
2|25-60-165-1-048T|16|702690|6940248|1|C
1|25-60-165-1-048T|-12|702685|6940220|1|C
1|25-61-097-1-099T|7|447210|6857744|1|C
1|25-61-109-1-092T|5|490234|6866257|1|C
1|25-61-118-1-103T|29|506249|6824011|1|0
1|25-61-127-1-102T|6|534469|6817542|1|0
1|25-63-202-1-186T|-11|672806|6489910|1|B
1|25-63-211-1-164T|-29|722034|6546919|1|B
1|25-63-213-1-189T|30|702533|6469855|1|H
1|25-63-220-1-176T|-5|736488|6501375|1|B
1|25-64-122-1-288T|-30|329229|6266742|1|0
1|25-64-135-1-286T|3|369955|6259865|1|B
1|25-64-139-1-288T|4|379987|6250180|1|B
1|25-64-148-1-276T|11|418554|6276635|1|C
1|25-64-155-1-280T|24|435251|6257506|1|B
1|25-65-176-1-276T|5|502372|6247939|1|C
1|25-66-240-1-277T|30|692994|6178810|1|B
2|25-67-273-1-034T|4|1040075|6871126|1|0
1|25-67-273-1-034T|-20|1040052|6871132|1|0
1|25-68-278-1-058T|-12|1030880|6795036|1|0
1|25-69-236-1-153T|-13|807524|6554267|1|C
1|25-69-246-1-160T|-18|830868|6522796|1|B
1|25-71-220-1-139T|29|774289|6612346|1|H
2|25-71-227-1-141T|-23|793140|6599297|1|A
1|25-71-227-1-141T|21|793182|6599284|1|B
1|25-71-230-1-144T|3|798679|6587172|1|B
1|25-71-232-1-132T|3|817702|6620478|1|C
1|25-71-243-1-133T|0|849338|6606670|1|0
2|25-72-110-1-130T|29|454835|6751356|1|0
1|25-72-110-1-130T|12|454827|6751340|1|0
1|25-73-273-1-159T|-7|912064|6498362|1|B
1|25-73-290-1-165T|20|956535|6462260|1|B
1|25-73-290-1-166T|29|955543|6459873|1|B
1|25-74-285-1-126T|25|982326|6584141|1|C
1|25-76-132-1-062T|-9|590155|6932345|1|B
1|25-77-170-1-077T|-29|688390|6848176|1|A
1|25-79-117-1-184T|-6|419919|6583452|1|H
1|25-79-119-1-171T|-9|439934|6620303|1|B
1|25-79-126-1-171T|-30|460668|6613085|1|B
1|25-80-131-1-040T|-25|610115|6999368|1|H
1|25-81-207-1-253T|-27|618306|6284718|1|B
1|25-81-207-1-257T|20|614268|6273042|1|B
1|25-81-209-1-251T|23|627159|6288429|1|0
1|25-81-214-1-237T|30|655737|6325544|1|H
1|25-81-214-1-255T|-30|638033|6271350|1|B
1|25-82-176-1-239T|-27|540638|6358586|1|B
1|25-82-181-1-254T|19|540459|6308694|1|B
1|25-82-184-1-249T|-20|554415|6319769|1|C
1|25-82-194-1-233T|-30|600197|6357364|1|B
3|25-84-271-1-215T|30|849202|6332483|1|B
2|25-84-271-1-215T|21|849193|6332481|1|B
1|25-84-271-1-215T|-3|849170|6332475|1|B
1|25-84-273-1-217T|15|852795|6325161|2|B
1|25-84-273-1-218T|-14|851629|6322105|1|A
1|25-84-275-1-216T|13|859878|6325688|1|B
1|25-84-277-1-220T|5|861324|6311225|1|0
1|25-85-102-1-172T|-14|387322|6634405|1|0
1|25-86-132-1-157T|-1|492392|6647998|1|B
1|25-86-135-1-175T|-7|483439|6591395|1|B
1|25-86-140-1-156T|26|518257|6642830|1|0
1|25-87-157-1-170T|30|553792|6583790|1|B
1|25-87-171-1-188T|-11|577328|6515400|1|B
1|25-87-175-1-189T|18|588163|6508493|1|B
1|25-88-247-1-062T|9|934363|6814306|1|H
1|25-88-257-1-066T|-7|960154|6792026|1|0
1|25-89-182-1-093T|26|707489|6788380|1|B
1|25-90-276-1-084T|-16|998240|6719511|1|0
1|25-01-245-1-136T|-2|852118|6594950|1|C
1|25-01-251-1-142T|-12|863584|6571451|1|B
1|25-01-252-1-153T|-17|855891|6537603|1|B
1|25-01-253-1-144T|1|868099|6563094|1|H
1|25-02-169-1-030T|14|733832|6990527|1|H
1|25-02-175-1-030T|-17|751611|6984048|1|C
1|25-02-177-1-045T|-26|742501|6936879|1|0
1|25-02-180-1-031T|-24|765401|6976091|1|H
1|25-02-185-1-029T|-22|782910|6976603|1|H
1|25-02-186-1-034T|13|780174|6960919|1|H
1|25-03-192-1-156T|30|672827|6589729|1|B
1|25-03-193-1-164T|-24|667580|6565324|1|H
1|25-03-194-1-147T|-18|688757|6615025|1|B
1|25-03-196-1-143T|9|698986|6624471|1|H
1|25-03-196-1-151T|26|689924|6600830|1|B
1|25-03-197-1-156T|6|687872|6584794|1|B
1|25-03-201-1-155T|18|701544|6584089|1|H
1|25-03-203-1-157T|-14|705413|6576111|1|B
1|25-03-206-1-147T|-26|724511|6602994|1|B
1|25-03-213-1-153T|16|739169|6577664|1|B
1|25-04-296-1-215T|-19|923649|6306985|1|0
1|25-07-253-1-180T|-20|830890|6455548|1|B
2|25-07-254-1-176T|-24|837877|6466538|1|0
1|25-07-254-1-176T|18|837916|6466554|1|0
1|25-08-190-1-027T|-14|799880|6977839|1|H
1|25-08-206-1-041T|-25|833199|6919562|1|C
1|25-12-206-1-226T|7|643379|6366499|1|C
1|25-12-211-1-206T|29|678448|6421482|1|B
1|25-12-215-1-227T|12|668854|6354332|1|B
1|25-12-215-1-230T|-11|666577|6345625|1|C
1|25-12-218-1-228T|-16|676954|6348467|1|C
1|25-12-227-1-224T|-8|707818|6350521|1|H
1|25-14-083-1-086T|-5|419181|6911066|1|0
1|25-14-085-1-094T|-25|417315|6885222|1|B
1|25-14-085-1-097T|21|413741|6875803|1|H
1|25-14-085-1-098T|0|412819|6872656|1|B
1|25-14-086-1-095T|-14|418851|6880945|1|B
1|25-14-093-1-088T|19|446691|6894580|1|C
1|25-14-095-1-087T|14|454144|6895430|1|0
1|25-14-102-1-088T|-9|473919|6885430|1|H
1|25-14-106-1-082T|13|492067|6899359|1|H
1|25-15-199-1-215T|-16|634012|6405954|1|0
1|25-15-200-1-210T|-6|641843|6420187|1|H
1|25-15-201-1-207T|-19|647770|6428267|1|B
1|25-15-202-1-206T|28|652144|6430316|1|B
1|25-15-207-1-195T|18|677665|6458204|1|B
1|25-15-217-1-201T|28|701630|6429408|1|B
1|25-16-139-1-200T|16|469337|6513159|1|C
1|25-16-144-1-189T|-14|495646|6540265|1|B
1|25-16-147-1-188T|3|506097|6540452|1|H
1|25-16-150-1-198T|22|504871|6507893|1|B
1|25-16-153-1-180T|16|531881|6558431|1|B
2|25-17-111-1-195T|-28|391033|6556526|1|B
1|25-17-111-1-195T|27|391061|6556478|1|H
1|25-18-176-1-148T|-7|633645|6630059|1|H
2|25-18-178-1-149T|13|638918|6625186|1|H
1|25-18-178-1-149T|2|638910|6625194|1|H
1|25-18-188-1-135T|-27|682352|6656402|1|B
1|25-18-190-1-136T|30|688041|6652075|1|B
1|25-19-183-1-192T|17|609655|6491228|1|H
1|25-21-219-1-106T|24|805500|6712121|1|B
1|25-21-223-1-107T|15|815965|6704597|1|H
1|25-21-226-1-113T|-1|819020|6683739|1|B
1|25-21-229-1-098T|-28|843459|6725319|1|C
1|25-22-027-1-124T|28|212729|6854478|1|C
2|25-22-040-1-134T|25|240865|6811198|1|B
1|25-22-040-1-134T|15|240864|6811208|1|H
1|25-22-048-1-131T|-3|268014|6812006|1|C
1|25-22-054-1-131T|16|285858|6806261|1|B
1|25-23-169-1-168T|-23|591951|6577792|1|B
1|25-23-170-1-164T|-19|598764|6588862|1|H
1|25-23-179-1-166T|-12|624070|6573554|1|B
1|25-23-181-1-169T|25|626935|6562891|1|C
1|25-23-183-1-171T|-12|630484|6554248|1|H
1|25-23-186-1-162T|21|648745|6578528|1|B
1|25-23-186-1-174T|-27|636556|6542181|1|B
1|25-23-189-1-174T|-18|645647|6539114|1|C
1|25-23-191-1-165T|-20|660713|6563608|1|0
1|25-24-160-1-210T|30|522542|6461413|1|H
1|25-24-168-1-199T|0|557055|6485537|1|H
1|25-25-261-1-103T|4|934240|6677175|1|C
1|25-25-264-1-103T|18|942452|6674442|1|C
2|25-25-276-1-094T|-25|987845|6689604|1|0
1|25-25-276-1-094T|-18|987851|6689607|1|0
1|25-27-121-1-090T|26|528625|6859989|1|C
1|25-28-143-1-089T|11|594957|6840824|1|0
1|25-29-003-1-132T|-6|132478|6855640|1|0
1|25-29-018-1-140T|28|169711|6815999|1|B
1|25-29-025-1-144T|11|186580|6796871|1|C
1|25-31-187-1-258T|24|553429|6290119|1|B
1|25-31-190-1-251T|18|569869|6308329|1|B
2|25-31-191-1-264T|2|559436|6268617|1|0
1|25-31-191-1-264T|-10|559436|6268629|1|0
1|25-34-235-1-240T|30|715562|6295000|1|B
2|25-35-072-1-139T|-25|332242|6763581|1|B
1|25-35-072-1-139T|11|332253|6763547|1|B
1|25-35-073-1-123T|-20|350804|6810140|1|C
1|25-35-077-1-116T|17|370161|6827597|1|B
1|25-35-078-1-116T|-8|373846|6826640|1|H
1|25-35-084-1-122T|-19|385079|6802158|1|B
1|25-35-087-1-136T|10|379428|6757756|1|B
2|25-36-159-1-159T|27|571936|6614555|1|H
1|25-36-159-1-159T|18|571927|6614555|1|H
1|25-36-161-1-152T|28|584217|6634048|1|B
1|25-36-170-1-155T|-24|608541|6615937|1|B
1|25-36-174-1-161T|21|614538|6593163|1|H
1|25-36-175-1-148T|-15|631047|6631412|1|H
1|25-37-133-1-154T|-15|498796|6656516|1|C
2|25-37-139-1-137T|26|534161|6700639|1|H
1|25-37-139-1-137T|18|534159|6700632|1|B
1|25-39-257-1-135T|-22|888725|6585823|1|H
1|25-39-261-1-134T|-4|901511|6584880|1|H
1|25-40-150-1-260T|27|441551|6321693|1|B
1|25-41-137-1-124T|2|541548|6742354|1|H
1|25-42-226-1-156T|-18|774801|6555008|1|H
1|25-42-227-1-160T|12|773798|6542369|1|H
1|25-42-232-1-168T|29|780562|6513210|1|B
1|25-42-234-1-173T|-9|781538|6496365|1|C
1|25-42-235-1-178T|25|779308|6480543|1|B
1|25-42-236-1-166T|4|794730|6514498|1|B
1|25-42-238-1-167T|18|799092|6510434|1|H
1|25-42-243-1-169T|26|812116|6498826|1|B
1|25-43-233-1-189T|28|762121|6449725|1|B
2|25-43-235-1-190T|-28|766719|6444391|1|H
1|25-43-235-1-190T|15|766756|6444370|1|B
2|25-44-076-1-162T|24|320743|6691115|1|H
1|25-44-076-1-162T|15|320742|6691125|1|H
1|25-44-080-1-149T|26|345602|6725682|1|C
1|25-44-083-1-156T|3|347419|6701889|1|B
1|25-44-084-1-157T|16|349113|6697934|1|C
1|25-44-087-1-148T|-25|367662|6721315|1|H
2|25-44-088-1-141T|-15|377440|6741614|1|H
1|25-44-088-1-141T|-29|377438|6741628|1|B
1|25-44-090-1-150T|26|374106|6711914|1|B
