npp|nppg|occ|auteurpi|datepi|note|cso|dbpi|pbpi|uspi|ufpi|tfpi|phpi|blpi|efpi|dupi|evof
25-66-240-1-275C|66569-F0040-2-8T|1|138|2024-04-09|<pb> |6H||2||0|||0|||
25-66-240-1-280C|66559-F9090-4-3T|1|138|2024-04-09||6A||2||0|||0|||
25-67-272-1-035C|67592-F4000-4-0T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-67-274-1-053C|67592-F2080-9-6T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-67-281-1-029C|67592-F7030-3-1T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-68-274-1-073C|68593-F0080-5-6T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-69-245-1-161C|69575-F3030-9-1T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-70-247-1-103C|70574-F9070-1-9T|1|169|2024-05-03||6A||2||0|||0|||
25-70-249-1-099C|70584-F0070-0-9T|1|169|2024-05-03||6A||2||0|||0|||
25-70-256-1-081C|70583-F4060-6-2T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-70-265-1-078C|70583-F7060-6-2T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-70-271-1-083C|70583-F8090-8-3T|1|169|2024-05-03||6A||2||0|||0|||
25-71-241-1-125C|71574-F5070-7-9T|1|169|2024-05-06||1|0|2|X||2|0|0||0|
25-71-246-1-131C|71575-F6060-0-2T|1|169|2024-05-06||1|2|2|X||1|0|0||0|
25-72-118-1-114C|72533-F9090-2-3T|1|106|2024-05-21||7||2||0|||0|||
25-73-292-1-150C|73586-F8050-0-5T|1|169|2024-05-06||4L|0|2|X|0|2||0||0|
25-73-292-1-161C|73586-F7040-3-8T|1|169|2024-05-06||6H||2||0|||0|||
25-73-296-1-163C|73586-F8040-4-8T|1|169|2024-05-06||1|0|2|X||2|0|0||0|
25-73-302-1-155C|73596-F1000-3-0T|1|169|2024-05-06||6H||2||0|||0|||
25-74-282-1-132C|74585-F7030-4-1T|1|169|2024-05-06||1|0|2|X||2|0|0||0|
25-76-115-1-064C|76541-F4000-7-0T|1|106|2024-05-21||6A||2||0|||0|||
25-76-118-1-067C|76541-F4060-8-2T|1|106|2024-05-21||1|0|2|X||2|0|0||0|
25-76-123-1-072C|76542-F5060-0-2T|1|106|2024-05-21||1|0|2|X||2|0|0||0|
25-76-124-1-054C|76541-F7070-4-9T|1|106|2024-05-21||6A||2||0|||0|||
25-76-128-1-051C|76541-F9020-4-4T|1|106|2024-05-21||6A||2||0|||0|||
25-77-180-1-077C|77562-F2020-7-4T|1|106|2024-05-21||6A||2||0|||0|||
25-77-183-1-079C|77562-F2090-8-3T|1|106|2024-05-21||6A||2||0|||0|||
25-78-144-1-087C|78552-F0040-6-8T|1|106|2024-05-21||1|0|2|X||2|0|0||0|
25-79-117-1-177C|79535-F3030-1-1T|1|101|2024-03-22||6A||2||0|||0|||
25-79-120-1-188C|79535-F3010-4-7T|1|101|2024-03-22||6A||2||0|||0|||
25-79-129-1-177C|79535-F6090-2-3T|1|101|2024-03-22||6A||2||0|||0|||
25-80-141-1-045C|80551-F3070-3-9T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-80-149-1-046C|80551-F6000-5-0T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-80-150-1-037C|80551-F7020-2-4T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-80-151-1-035C|80551-F7070-1-9T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-81-203-1-243C|81557-F2050-9-5T|1|138|2024-04-08||6A||2||0|||0|||
25-81-204-1-243C|81557-F2080-9-6T|1|138|2024-04-08||6A||2||0|||0|||
25-81-206-1-241C|81557-F3060-9-2T|1|138|2024-04-08||6A||2||0|||0|||
25-81-209-1-236C|81557-F5000-8-0T|1|138|2024-04-08||1|0|1|X||2|0|0||0|
25-81-219-1-246C|81558-F7000-2-0T|1|138|2024-04-08||1|0|2|X||2|0|0||0|
25-82-178-1-247C|82547-F4060-8-2T|1|101|2024-03-22||6A||2||0|||0|||
25-82-182-1-247C|82547-F5080-8-6T|1|101|2024-03-22||6A||2||0|||0|||
25-82-187-1-245C|82547-F7050-8-5T|1|101|2024-03-22||6A||2||0|||0|||
25-82-188-1-247C|82547-F7060-9-2T|1|101|2024-03-22||6A||2||0|||0|||
25-83-307-1-232C|83588-F4080-6-6T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-83-320-1-212C|83598-F0070-1-9T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-83-324-1-222C|83598-F0090-5-3T|1|138|2024-04-09||3|0|2|X||2|0|0||0|
25-84-279-1-212C|84577-F8040-7-8T|1|138|2024-04-03||6A||2||0|||0|||
25-84-284-1-217C|84577-F9040-9-8T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-85-087-1-183C|85524-F3070-9-9T|1|106|2024-05-21|<pb resolu> |1|0|2|X||2|0|0||0|
25-86-126-1-162C|86534-F7050-7-5T|1|101|2024-04-02||6A||2||0|||0|||
25-86-133-1-170C|86535-F8080-0-6T|1|101|2024-04-02||6A||2||0|||0|||
25-86-134-1-159C|86544-F0020-7-4T|1|101|2024-04-02||6A||2||0|||0|||
25-86-136-1-178C|86535-F8090-3-3T|1|101|2024-04-02||7||2||0|||0|||
25-86-139-1-152C|86544-F2040-5-8T|1|101|2024-04-02||6A||2||0|||0|||
25-86-143-1-174C|86545-F1040-2-8T|1|101|2024-04-02||6A||2||0|||0|||
25-86-146-1-160C|86544-F3070-8-9T|1|101|2024-04-02||6A||1||0|||0|||
25-86-149-1-167C|86545-F3090-1-3T|1|101|2024-04-02||1|0|2|X||2|0|0||0|
25-87-159-1-184C|87545-F5020-7-4T|1|101|2024-04-17||6A||2||0|||0|||
25-87-162-1-175C|87545-F7000-5-0T|1|101|2024-04-17||1|1|1|X||2|0|0||0|
25-87-162-1-194C|87546-F5010-0-7T|1|101|2024-04-17||1|0|2|X||2|0|0||0|
25-88-239-1-070C|88583-F0060-1-2T|1|82|2024-05-14||7||2||0|||0|||
25-88-241-1-074C|88583-F0080-2-6T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-88-267-1-056C|88592-F0040-9-8T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-89-186-1-110C|89563-F0070-7-9T|1|169|2024-05-06||6A||2||0|||0|||
25-93-161-1-075C|93552-F6070-4-9T|1|240|2024-05-13|bande arboré sur talus moins de 20m et  parcelles privés de potagers, plus ou moins entretenus. Point  sur la haie de séparation.|6A||2||0|||0|||
25-94-162-1-077C|94552-F6080-5-6T|1|240|2024-05-13||7||2||0|||0|||
20-21-227-1-105C|20-21-0728-0405T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
20-21-228-1-116C|20-21-0720-0439T|1|169|2024-05-03||6A||2||0|||0|||
20-21-238-1-115C|20-21-0751-0446T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-01-254-1-149C|01575-F7020-6-4T|1|169|2024-05-02||6A||2||0|||0|||
25-01-266-1-140C|01585-F1070-4-9T|1|169|2024-05-02||1|0|2|X||2|0|0||0|
25-01-271-1-149C|01585-F2030-8-1T|1|169|2024-05-02||6A||2||0|||0|||
25-02-166-1-038C|02561-F1090-4-3T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-02-166-1-045C|02561-F1020-6-4T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-02-170-1-029C|02561-F4000-2-0T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-02-177-1-035C|02561-F5050-4-5T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-02-177-1-049C|02561-F4010-8-7T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-02-180-1-038C|02561-F6010-5-7T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-02-181-1-055C|02562-F4070-0-9T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-02-182-1-039C|02561-F6060-6-2T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-02-184-1-029C|02561-F8020-3-4T|1|82|2024-05-14||7||2||0|||0|||
25-02-185-1-038C|02561-F7060-6-2T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-03-197-1-150C|03565-F0000-1-0T|1|169|2024-05-02||1|1|1|X||1|0|0||0|
25-03-208-1-150C|03565-F3030-2-1T|1|169|2024-05-03||6A||2||0|||0|||
25-03-209-1-156C|03565-F3000-4-0T|1|169|2024-05-03||6A||2||0|||0|||
25-03-213-1-146C|03565-F5020-1-4T|1|169|2024-05-03||6A||2||0|||0|||
25-03-215-1-159C|03565-F4050-5-5T|1|169|2024-05-03||6A||2||0|||0|||
25-03-220-1-152C|03565-F6070-3-9T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-04-306-1-201C|04587-F7060-7-2T|1|138|2024-03-26||1|0|2|X||2|0|0||0|
25-04-318-1-200C|04597-F1030-8-1T|1|138|2024-03-26||8||2|||||0|||
25-05-289-1-187C|05587-F3090-1-3T|1|138|2024-03-27||8||2|||||0|||
25-05-292-1-181C|05586-F5040-9-8T|1|138|2024-03-27||6H||2||0|||0|||
25-05-292-1-189C|05587-F4060-2-2T|1|138|2024-03-27||6A||2||0|||0|||
25-05-298-1-171C|05586-F8020-7-4T|1|138|2024-03-27||1|0|2|X||2|0|0||0|
25-05-302-1-170C|05586-F9050-7-5T|1|138|2024-03-26||1|0|2|X||2|0|0||0|
25-05-312-1-173C|05596-F2020-9-4T|1|138|2024-03-27||6A||2||0|||0|||
25-06-324-1-212C|06598-F1090-2-3T|1|138|2024-03-27||3|0|2|X||2|0|0||0|
25-06-326-1-192C|06597-F4050-6-5T|1|138|2024-03-27||6H||2||0|||0|||
25-06-326-1-212C|06598-F2050-2-5T|1|138|2024-03-27|<pb> |6A||2||0|||0|||
25-07-245-1-198C|07567-F9060-0-2T|1|138|2024-03-27||1|0|2|X||2|0|0||0|
25-07-248-1-201C|07577-F0020-1-4T|1|138|2024-03-27||1|1|1|X||2|0|0||0|
25-07-253-1-185C|07576-F3030-7-1T|1|138|2024-03-27||1|0|2|X||2|0|0||0|
25-08-189-1-033C|08561-F9030-5-1T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-08-207-1-034C|08571-F4060-7-2T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-09-216-1-287C|09559-F2000-4-0T|1|138|2024-03-27||6H||2||0|||0|||
25-10-212-1-077C|10573-F1080-0-6T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-10-214-1-086C|10573-F1050-3-5T|1|82|2024-05-14||6A||2||0|||0|||
25-10-217-1-081C|10573-F2090-2-3T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-11-225-1-280C|11559-F5040-2-8T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-12-206-1-225C|12557-F5020-4-4T|1|138|2024-04-08||6A||2||0|||0|||
25-12-207-1-225C|12557-F5050-4-5T|1|138|2024-04-08||1|0|2|X||2|0|0||0|
25-12-215-1-233C|12557-F7010-7-7T|1|138|2024-04-08||7||2||0|||0|||
25-12-225-1-222C|12567-F1020-5-4T|1|138|2024-04-08||6A||2||0|||0|||
25-12-225-1-228C|12567-F0060-7-2T|1|138|2024-04-08||1|0|2|X||2|0|0||0|
25-13-269-1-233C|13578-F3030-3-1T|1|138|2024-04-08||6A||2||0|||0|||
25-13-272-1-229C|13578-F4060-2-2T|1|138|2024-04-08||6A||2||0|||0|||
25-13-283-1-230C|13578-F7080-3-6T|1|138|2024-04-08||3|0|2|X||2|0|0||0|
25-13-292-1-229C|13588-F0060-4-2T|1|138|2024-04-08||1|0|2|X||2|0|0||0|
25-13-295-1-230C|13588-F1040-4-8T|1|138|2024-04-08||1|0|2|X||2|0|0||0|
25-13-295-1-237C|13588-F0070-6-9T|1|138|2024-04-08||4L|0|2|X|0|2||0||0|
25-14-088-1-097C|14532-F2060-4-2T|1|106|2024-05-14||6A||2||0|||0|||
25-14-089-1-099C|14532-F2070-4-9T|1|106|2024-05-14||6A||2||0|||0|||
25-14-093-1-094C|14532-F4040-3-8T|1|106|2024-05-14||6A||2||0|||0|||
25-14-100-1-090C|14532-F6090-3-3T|1|106|2024-05-14||1|0|2|X||2|0|0||0|
25-14-102-1-078C|14531-F8070-9-9T|1|106|2024-05-14||6A||2||0|||0|||
25-15-196-1-209C|15556-F3080-8-6T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-15-222-1-197C|15566-F2080-7-6T|1|169|2024-05-03||6A||2||0|||0|||
25-16-138-1-198C|16535-F7050-9-5T|1|101|2024-03-22||6A||2||0|||0|||
25-16-143-1-215C|16536-F7030-5-1T|1|101|2024-03-22||6A||2||0|||0|||
25-16-144-1-207C|16536-F8040-2-8T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-17-114-1-202C|17525-F9090-8-3T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-17-121-1-212C|17536-F1000-2-0T|1|101|2024-03-22||6A||2||0|||0|||
25-17-126-1-198C|17535-F3090-8-3T|1|101|2024-03-22||6A||2||0|||0|||
25-17-127-1-193C|17535-F4070-6-9T|1|101|2024-03-22||6A||2||0|||0|||
25-17-133-1-212C|17536-F4060-3-2T|1|101|2024-03-22||6A||2||0|||0|||
25-17-139-1-215C|17536-F6010-4-7T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-18-166-1-136C|18554-F2010-3-7T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-18-169-1-132C|18554-F3040-2-8T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-18-179-1-120C|18554-F7060-0-2T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-18-183-1-155C|18555-F5030-1-1T|1|101|2024-03-22||6A||1||0|||0|||
25-18-185-1-145C|18554-F6090-8-3T|1|101|2024-03-22||7||2||0|||0|||
25-18-191-1-143C|18554-F8090-8-3T|1|101|2024-03-22||6A||2||0|||0|||
25-19-180-1-195C|19556-F0040-2-8T|1|101|2024-04-22||6A||2||0|||0|||
25-19-183-1-189C|19556-F1090-1-3T|1|101|2024-04-22||1|1|1|X||2|0|0||0|
25-19-188-1-197C|19556-F2060-4-2T|1|101|2024-04-22||1|0|2|X||2|0|0||0|
25-21-217-1-087C|21573-F2030-4-1T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-21-220-1-103C|21573-F1060-9-2T|1|169|2024-05-03||6A||2||0|||0|||
25-21-222-1-092C|21573-F3030-6-1T|1|169|2024-05-03||6A||2||0|||0|||
25-21-223-1-107C|21574-F2010-0-7T|1|169|2024-05-03||6A||2||0|||0|||
25-21-223-1-110C|21574-F1080-1-6T|1|169|2024-05-03||6A||2||0|||0|||
25-21-225-1-118C|21574-F1060-4-2T|1|169|2024-05-03||6A||2||0|||0|||
25-21-230-1-102C|21573-F4070-9-9T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-21-239-1-102C|21574-F7040-0-8T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-21-240-1-117C|21574-F6020-5-4T|1|169|2024-05-03||6A||2||0|||0|||
25-21-241-1-116C|21574-F6060-5-2T|1|169|2024-05-03||6A||2||0|||0|||
25-22-049-1-133C|22513-F7030-1-1T|1|106|2024-05-14||6A||2||0|||0|||
25-22-056-1-128C|22513-F9090-0-3T|1|106|2024-05-14||6A||2||0|||0|||
25-22-063-1-126C|22523-F2020-0-4T|1|106|2024-05-14||7||2||0|||0|||
25-22-064-1-121C|22522-F3000-9-0T|1|106|2024-05-14||6A||2||0|||0|||
25-23-189-1-178C|23555-F4080-8-6T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-23-194-1-169C|23555-F7020-6-4T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-24-146-1-222C|24536-F7050-7-5T|1|101|2024-03-22||6A||2||0|||0|||
25-24-155-1-221C|24546-F0030-8-1T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-24-169-1-207C|24546-F5090-5-3T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-24-169-1-210C|24546-F5060-6-2T|1|101|2024-03-22||6H||2||0|||0|||
25-25-264-1-101C|25584-F5000-3-0T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-25-266-1-090C|25583-F6070-9-9T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-25-268-1-118C|25584-F4050-8-5T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-26-259-1-181C|26576-F5050-6-5T|1|138|2024-04-03||6A||2||0|||0|||
25-26-264-1-174C|26576-F7070-4-9T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-26-270-1-181C|26576-F8080-7-6T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-26-274-1-189C|26577-F9020-0-4T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-26-274-1-199C|26577-F8020-3-4T|1|138|2024-04-03||3|0|2|X||2|0|0||0|
25-26-275-1-194C|26577-F9000-2-0T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-27-130-1-076C|27542-F7030-2-1T|1|106|2024-05-14||6A||2||0|||0|||
25-27-131-1-083C|27542-F6090-4-3T|1|106|2024-05-14||6A||2||0|||0|||
25-28-136-1-108C|28543-F5090-2-3T|1|106|2024-05-14||6A||2||0|||0|||
25-28-140-1-106C|28543-F7030-2-1T|1|106|2024-05-14||6A||2||0|||0|||
25-28-142-1-086C|28542-F9090-6-3T|1|106|2024-05-14||6A||2||0|||0|||
25-28-143-1-105C|28543-F8030-2-1T|1|106|2024-05-14||6A||2||0|||0|||
25-28-146-1-090C|28552-F0070-7-9T|1|106|2024-05-14||6A||2||0|||0|||
25-28-146-1-107C|28543-F9000-3-0T|1|106|2024-05-14||6A||2||0|||0|||
25-28-147-1-105C|28543-F9050-2-5T|1|106|2024-05-14||6A||2||0|||0|||
25-29-014-1-140C|29502-F6010-9-7T|1|106|2024-05-14||6A||2||0|||0|||
25-29-021-1-132C|29502-F9000-8-0T|1|106|2024-05-14||1|0|2|X||2|0|0||0|
25-29-024-1-127C|29512-F0040-6-8T|1|106|2024-05-14||6A||1||0|||0|||
25-2A-339-1-236C|2A509-F6091-5-3T|1|138|2024-04-03||3|4|2|X||2|0|0||0|
25-2A-341-1-237C|2A509-F7041-5-8T|1|138|2024-04-03||3|0|2|X||2|0|0||0|
25-2A-357-1-252C|2A510-F0171-1-9T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-2A-358-1-253C|2A510-F0191-2-3T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-2A-365-1-251C|2A510-F3121-2-4T|1|138|2024-04-03||3|0|2|X||2|0|0||0|
25-2A-368-1-255C|2A510-F3171-3-9T|1|138|2024-04-03||4L|0|2|X|0|2||0||0|
25-2B-350-1-228C|2B519-F1001-4-0T|1|138|2024-04-03||3|0|2|X||2|0|0||0|
25-2B-353-1-222C|2B519-F2051-2-5T|1|138|2024-04-03||4L|0|2|X|0|2||0||0|
25-2B-360-1-227C|2B519-F4011-4-7T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-2B-364-1-242C|2B519-F3081-9-6T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-30-255-1-227C|30567-F9070-9-9T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-31-179-1-291C|31549-F0050-1-5T|1|138|2024-04-09||6H||2||0|||0|||
25-31-186-1-258C|31548-F5090-2-3T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-31-197-1-254C|31548-F9060-2-2T|1|138|2024-04-09||6A||2||0|||0|||
25-31-204-1-266C|31558-F0050-6-5T|1|138|2024-04-09||6A||2||0|||0|||
25-32-151-1-262C|32538-F5000-0-0T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-32-162-1-266C|32538-F7090-2-3T|1|101|2024-03-22||6A||2||0|||0|||
25-32-174-1-250C|32547-F3010-8-7T|1|101|2024-03-22||6A||2||0|||0|||
25-33-119-1-224C|33526-F9020-5-4T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-33-123-1-218C|33536-F1000-4-0T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-33-124-1-244C|33527-F8070-1-9T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-33-125-1-222C|33536-F1020-5-4T|1|101|2024-03-22||3|T|2|X||2|0|0||0|
25-33-127-1-242C|33527-F9080-1-6T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-33-137-1-229C|33536-F4010-8-7T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-33-139-1-230C|33536-F4060-9-2T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-34-243-1-239C|34568-F4090-2-3T|1|138|2024-04-09||6A||2||0|||0|||
25-34-244-1-239C|34568-F5020-2-4T|1|138|2024-04-09||1|0|2|V||2|0|0||0|
25-34-251-1-246C|34568-F6060-5-2T|1|138|2024-04-09||3|5|2|X||2|0|0||0|
25-35-071-1-138C|35523-F3040-4-8T|1|106|2024-05-20||6A||2||0|||0|||
25-35-076-1-117C|35522-F7000-9-0T|1|106|2024-05-20||1|0|1|X||2|0|0||0|
25-35-076-1-123C|35523-F6040-0-8T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-35-087-1-137C|35523-F8030-6-1T|1|106|2024-05-20||6A||2||0|||0|||
25-36-154-1-161C|36545-F6000-0-0T|1|101|2024-04-02||1|0|2|X||2|0|0||0|
25-36-156-1-150C|36544-F7070-6-9T|1|101|2024-04-02||6A||2||0|||0|||
25-36-156-1-153C|36544-F7040-7-8T|1|101|2024-04-02|<VD>|1|0|2|X||2|0|0||0|
25-36-160-1-151C|36544-F8080-7-6T|1|101|2024-04-02||1|0|2|X||2|0|0||0|
25-36-164-1-154C|36544-F9070-8-9T|1|101|2024-04-02||6A||2||0|||0|||
25-36-169-1-160C|36555-F0060-1-2T|1|101|2024-04-02||1|0|2|X||2|0|0||0|
25-36-169-1-164C|36555-F0020-2-4T|1|101|2024-04-02||6A||2||0|||0|||
25-36-170-1-157C|36555-F1020-0-4T|1|101|2024-04-02||6A||2||0|||0|||
25-37-137-1-152C|37544-F1080-5-6T|1|106|2024-05-20||6A||2||0|||0|||
25-37-138-1-144C|37544-F2090-3-3T|1|106|2024-05-20||6A||2||0|||0|||
25-38-268-1-170C|38576-F9030-4-1T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-38-276-1-174C|38586-F1030-6-1T|1|169|2024-05-03||1|R|2|X||2|0|0||0|
25-38-279-1-160C|38586-F3060-2-2T|1|169|2024-05-03||3|0|2|X||2|0|0||0|
25-38-285-1-182C|38586-F3020-9-4T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-39-265-1-122C|39584-F3020-9-4T|1|169|2024-05-03||7||2||0|||0|||
25-39-265-1-129C|39585-F2050-1-5T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-40-126-1-279C|40528-F5080-2-6T|1|101|2024-03-22||6A||2||0|||0|||
25-40-127-1-276C|40528-F6040-1-8T|1|101|2024-03-22||6A||2||0|||0|||
25-40-133-1-263C|40527-F9050-8-5T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-40-133-1-265C|40527-F9030-9-1T|1|101|2024-03-22||1|1|1|X||2|0|0||0|
25-40-134-1-272C|40528-F8090-1-3T|1|101|2024-03-22||6A||2||0|||0|||
25-40-145-1-262C|40537-F3020-9-4T|1|101|2024-03-22||1|1|1|X||2|0|0||0|
25-41-150-1-136C|41544-F7030-2-1T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-41-152-1-119C|41543-F9060-7-2T|1|106|2024-05-20||6A||2||0|||0|||
25-41-154-1-137C|41544-F8040-2-8T|1|106|2024-05-20||6A||2||0|||0|||
25-41-163-1-126C|41554-F2020-0-4T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-41-167-1-125C|41554-F3050-0-5T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-42-236-1-175C|42566-F9020-2-4T|1|169|2024-05-03||6A||2||0|||0|||
25-44-090-1-163C|44524-F6060-4-2T|1|106|2024-05-20||7||2||0|||0|||
25-44-090-1-168C|44524-F6010-5-7T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-45-169-1-109C|45553-F5070-5-9T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-45-171-1-118C|45553-F5040-8-8T|1|106|2024-05-20|<pb resolu> |6A||2||0|||0|||
25-45-174-1-108C|45553-F7030-6-1T|1|106|2024-05-20||6A||2||0|||0|||
25-45-183-1-098C|45563-F1000-4-0T|1|106|2024-05-20||6A||2||0|||0|||
25-46-182-1-210C|46546-F9050-7-5T|1|101|2024-03-22||1|R|1|X||2|0|0||0|
25-46-189-1-222C|46557-F0040-1-8T|1|101|2024-03-22||3|0|2|X||2|0|0||0|
25-46-195-1-217C|46557-F2070-0-9T|1|101|2024-03-22||6A||2||0|||0|||
25-46-198-1-222C|46557-F3010-2-7T|1|101|2024-03-22||9||1|||||0|||
25-47-154-1-247C|47537-F7040-5-8T|1|101|2024-03-22||1|8|2|X||2|0|0||0|
25-47-157-1-240C|47537-F9000-4-0T|1|101|2024-03-22||6A||2||0|||0|||
25-47-159-1-255C|47537-F8010-8-7T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-47-167-1-248C|47547-F1020-7-4T|1|101|2024-03-22||6A||2||0|||0|||
25-47-168-1-250C|47547-F1030-8-1T|1|101|2024-03-22||6A||2||0|||0|||
25-48-220-1-212C|48567-F0070-1-9T|1|138|2024-04-05||6A||2||0|||0|||
25-48-241-1-215C|48567-F6070-4-9T|1|138|2024-04-05||6H||2||0|||0|||
25-48-245-1-217C|48567-F7070-5-9T|1|138|2024-04-05||1|0|2|X||2|0|0||0|
25-49-099-1-151C|49534-F0050-1-5T|1|106|2024-05-20||1|0|2|V||2|0|0||0|
25-49-103-1-150C|49534-F1080-1-6T|1|106|2024-05-20||6A||2||0|||0|||
25-49-110-1-138C|49533-F5010-8-7T|1|106|2024-05-20||1|0|2|X||1|0|0||U|
25-49-113-1-152C|49534-F4060-3-2T|1|106|2024-05-20||6A||2||0|||0|||
25-49-115-1-136C|49533-F6080-8-6T|1|106|2024-05-20|<pb resolu> |1|0|1|V||1|0|0||0|
25-49-118-1-152C|49534-F6010-3-7T|1|106|2024-05-20||6A||2||0|||0|||
25-51-187-1-051C|51562-F6090-0-3T|1|82|2024-05-14||3|5|2|X||2|0|0||0|
25-51-197-1-048C|51572-F0020-0-4T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-51-199-1-061C|51562-F9050-4-5T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-51-208-1-062C|51572-F2010-5-7T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-52-227-1-081C|52573-F5090-3-3T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-52-230-1-079C|52573-F7000-3-0T|1|82|2024-05-14||1|R|2|X||2|0|0||0|
25-52-234-1-073C|52573-F8080-1-6T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-52-242-1-086C|52573-F9090-6-3T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-53-092-1-121C|53533-F1040-1-8T|1|106|2024-05-20||6A||2||0|||0|||
25-53-096-1-111C|53532-F3060-9-2T|1|106|2024-05-20||6A||2||0|||0|||
25-53-108-1-114C|53533-F6090-1-3T|1|106|2024-05-20||6A||2||0|||0|||
25-54-246-1-056C|54582-F4010-7-7T|1|82|2024-05-14||1|0|1|X||2|0|0||0|
25-56-046-1-144C|56513-F5030-4-1T|1|106|2024-05-21||6A||2||0|||0|||
